[0.003s][info][class,load] opened: /home/forax/java/workspace/moduletools/target/image/lib/modules
[0.112s][info][class,load] java.util.zip.Inflater source: jrt:/java.base
[0.112s][info][class,load] java.util.zip.ZStreamRef source: jrt:/java.base
[0.112s][info][class,load] java.util.zip.InflaterInputStream source: jrt:/java.base
[0.112s][info][class,load] java.util.zip.ZipFile$ZipFileInflaterInputStream source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.module.ModulePath$$Lambda$8/581374081 source: jdk.internal.module.ModulePath
[0.113s][info][class,load] jdk.internal.module.ModuleInfo source: jrt:/java.base
[0.113s][info][class,load] java.io.DataInputStream source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.module.ModuleInfo$ConstantPool source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.module.ModuleInfo$ConstantPool$Entry source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.module.ModuleInfo$ConstantPool$ValueEntry source: jrt:/java.base
[0.113s][info][class,load] jdk.internal.module.ModuleInfo$ConstantPool$IndexEntry source: jrt:/java.base
[0.114s][info][class,load] java.lang.module.ModuleDescriptor$Builder source: jrt:/java.base
[0.114s][info][class,load] java.util.EnumSet source: jrt:/java.base
[0.114s][info][class,load] java.util.RegularEnumSet source: jrt:/java.base
[0.114s][info][class,load] java.util.Collections$UnmodifiableSet source: jrt:/java.base
[0.114s][info][class,load] jdk.internal.module.Checks source: jrt:/java.base
[0.115s][info][class,load] java.lang.module.ModuleDescriptor$Builder$$Lambda$9/1967205423 source: java.lang.module.ModuleDescriptor$Builder
[0.115s][info][class,load] java.util.RegularEnumSet$EnumSetIterator source: jrt:/java.base
[0.115s][info][class,load] java.util.Collections$SingletonSet source: jrt:/java.base
[0.115s][info][class,load] jdk.internal.module.ModuleInfo$Attributes source: jrt:/java.base
[0.116s][info][class,load] jdk.internal.module.ModuleReferences source: jrt:/java.base
[0.116s][info][class,load] sun.nio.fs.UnixUriUtils source: jrt:/java.base
[0.116s][info][class,load] java.lang.module.ModuleReader source: jrt:/java.base
[0.116s][info][class,load] jdk.internal.module.ModuleReferences$$Lambda$10/1211888640 source: jdk.internal.module.ModuleReferences
[0.117s][info][class,load] jdk.internal.module.ModuleReferences$$Lambda$11/2012232625 source: jdk.internal.module.ModuleReferences
[0.117s][info][class,load] java.util.WeakHashMap$EntrySet source: jrt:/java.base
[0.117s][info][class,load] java.util.WeakHashMap$HashIterator source: jrt:/java.base
[0.117s][info][class,load] java.util.WeakHashMap$EntryIterator source: jrt:/java.base
[0.117s][info][class,load] java.io.RandomAccessFile$1 source: jrt:/java.base
[0.119s][info][class,load] java.lang.module.ModuleDescriptor$Builder$$Lambda$12/1638215613 source: java.lang.module.ModuleDescriptor$Builder
[0.121s][info][class,load] jdk.internal.util.jar.VersionedStream source: jrt:/java.base
[0.122s][info][class,load] java.util.Enumeration source: jrt:/java.base
[0.122s][info][class,load] java.util.jar.JarFile$JarEntryIterator source: jrt:/java.base
[0.122s][info][class,load] java.util.zip.ZipFile$ZipEntryIterator source: jrt:/java.base
[0.122s][info][class,load] java.lang.invoke.LambdaForm$DMH/1879034789 source: java.lang.invoke.LambdaForm
[0.122s][info][class,load] jdk.internal.module.ModulePath$$Lambda$13/875827115 source: jdk.internal.module.ModulePath
[0.122s][info][class,load] java.util.stream.ReferencePipeline$2 source: jrt:/java.base
[0.123s][info][class,load] jdk.internal.module.ModulePath$$Lambda$14/729864207 source: jdk.internal.module.ModulePath
[0.123s][info][class,load] jdk.internal.module.ModulePath$$Lambda$15/984849465 source: jdk.internal.module.ModulePath
[0.123s][info][class,load] jdk.internal.module.ModulePath$$Lambda$16/787387795 source: jdk.internal.module.ModulePath
[0.124s][info][class,load] java.util.stream.Collectors source: jrt:/java.base
[0.124s][info][class,load] java.util.stream.Collector$Characteristics source: jrt:/java.base
[0.124s][info][class,load] java.util.stream.Collector source: jrt:/java.base
[0.124s][info][class,load] java.util.stream.Collectors$CollectorImpl source: jrt:/java.base
[0.124s][info][class,load] java.util.stream.Collectors$$Lambda$17/1856426318 source: java.util.stream.Collectors
[0.125s][info][class,load] java.lang.invoke.LambdaForm$DMH/1792393294 source: java.lang.invoke.LambdaForm
[0.125s][info][class,load] java.util.function.BiConsumer source: jrt:/java.base
[0.125s][info][class,load] java.util.stream.Collectors$$Lambda$18/1918627686 source: java.util.stream.Collectors
[0.125s][info][class,load] java.util.function.BinaryOperator source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.Collectors$$Lambda$19/1849433705 source: java.util.stream.Collectors
[0.126s][info][class,load] java.util.stream.Collectors$$Lambda$20/411631404 source: java.util.stream.Collectors
[0.126s][info][class,load] java.util.stream.ReduceOps source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.ReduceOps$ReduceOp source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.ReduceOps$3 source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.ReduceOps$AccumulatingSink source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.ReduceOps$Box source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.ReduceOps$3ReducingSink source: jrt:/java.base
[0.126s][info][class,load] java.util.stream.ReferencePipeline$2$1 source: jrt:/java.base
[0.133s][info][class,load] java.util.HashMap$HashMapSpliterator source: jrt:/java.base
[0.133s][info][class,load] java.util.HashMap$ValueSpliterator source: jrt:/java.base
[0.133s][info][class,load] java.util.HashMap$KeySpliterator source: jrt:/java.base
[0.133s][info][class,load] java.util.Collections$UnmodifiableCollection$1 source: jrt:/java.base
[0.134s][info][class,load] java.lang.reflect.Layer source: jrt:/java.base
[0.134s][info][class,load] java.util.ImmutableCollections$List0 source: jrt:/java.base
[0.134s][info][class,load] java.util.LinkedHashSet source: jrt:/java.base
[0.135s][info][class,load] java.util.AbstractList$Itr source: jrt:/java.base
[0.135s][info][class,load] java.lang.module.ResolvedModule source: jrt:/java.base
[0.139s][info][class,load] jdk.internal.module.ModuleLoaderMap source: jrt:/java.base
[0.139s][info][class,load] jdk.internal.module.ModuleLoaderMap$1 source: jrt:/java.base
[0.142s][info][class,load] java.util.concurrent.CopyOnWriteArrayList source: jrt:/java.base
[0.142s][info][class,load] jdk.internal.module.ServicesCatalog$ServiceProvider source: jrt:/java.base
[0.142s][info][class,load] jdk.internal.loader.AbstractClassLoaderValue$Memoizer source: jrt:/java.base
[0.142s][info][class,load] java.lang.reflect.Layer$Controller source: jrt:/java.base
[0.143s][info][class,load] java.lang.invoke.MethodHandles$LookupHelper source: jrt:/java.base
[0.143s][info][class,load] java.lang.invoke.MethodHandles$LookupHelper$1 source: jrt:/java.base
[0.143s][info][class,load] Unnamed source: __JVM_DefineClass__
[0.143s][info][class,load] java.lang.NamedPackage source: jrt:/java.base
[0.143s][info][class,load] jdk.internal.vm.PostVMInitHook source: jrt:/java.base
[0.144s][info][class,load] sun.usagetracker.UsageTrackerClient source: jrt:/java.base
[0.144s][info][class,load] sun.usagetracker.UsageTrackerClient$3 source: jrt:/java.base
[0.144s][info][class,load] sun.usagetracker.UsageTrackerClient$2 source: jrt:/java.base
[0.144s][info][class,load] java.io.FileOutputStream$1 source: jrt:/java.base
[0.145s][info][class,load] sun.launcher.LauncherHelper source: jrt:/java.base
[0.145s][info][class,load] java.lang.Class$$Lambda$21/41903949 source: java.lang.Class
[0.146s][info][class,load] jdk.internal.loader.BuiltinClassLoader$$Lambda$22/488970385 source: jdk.internal.loader.BuiltinClassLoader
[0.146s][info][class,load] jdk.internal.module.SystemModuleFinder$ImageModuleReader source: jrt:/java.base
[0.146s][info][class,load] jdk.internal.module.ModulePatcher$PatchedModuleReader source: jrt:/java.base
[0.146s][info][class,load] jdk.internal.jimage.ImageLocation source: jrt:/java.base
[0.147s][info][class,load] jdk.internal.jimage.ImageBufferCache source: jrt:/java.base
[0.147s][info][class,load] jdk.internal.jimage.ImageBufferCache$1 source: jrt:/java.base
[0.147s][info][class,load] jdk.internal.jimage.ImageBufferCache$2 source: jrt:/java.base
[0.147s][info][class,load] jdk.internal.jimage.ImageBufferCache$BufferReference source: jrt:/java.base
[0.147s][info][class,load] java.util.Arrays$LegacyMergeSort source: jrt:/java.base
[0.147s][info][class,load] sun.security.action.GetBooleanAction source: jrt:/java.base
[0.147s][info][class,load] java.util.TimSort source: jrt:/java.base
[0.147s][info][class,load] jdk.internal.jimage.decompressor.ResourceDecompressor$StringsProvider source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.BasicImageReader$$Lambda$23/509886383 source: jdk.internal.jimage.BasicImageReader
[0.148s][info][class,load] jdk.internal.jimage.decompressor.CompressedResourceHeader source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.decompressor.ResourceDecompressorRepository source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.decompressor.ResourceDecompressorFactory source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.decompressor.ZipDecompressorFactory source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.decompressor.StringSharingDecompressorFactory source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.decompressor.ResourceDecompressor source: jrt:/java.base
[0.148s][info][class,load] jdk.internal.jimage.decompressor.StringSharingDecompressor source: jrt:/java.base
[0.148s][info][class,load] java.io.ByteArrayOutputStream source: jrt:/java.base
[0.148s][info][class,load] java.io.DataOutputStream source: jrt:/java.base
[0.149s][info][class,load] jdk.internal.jimage.decompressor.CompressIndexes source: jrt:/java.base
[0.153s][info][class,load] sun.net.util.URLUtil source: jrt:/java.base
[0.153s][info][class,load] java.security.SecureClassLoader$CodeSourceKey source: jrt:/java.base
[0.153s][info][class,load] java.security.SecureClassLoader$1 source: jrt:/java.base
[0.153s][info][class,load] java.security.PermissionCollection source: jrt:/java.base
[0.153s][info][class,load] java.security.Permissions source: jrt:/java.base
[0.154s][info][class,load] java.net.URLConnection source: jrt:/java.base
[0.154s][info][class,load] sun.net.www.URLConnection source: jrt:/java.base
[0.154s][info][class,load] sun.net.www.protocol.jrt.JavaRuntimeURLConnection source: jrt:/java.base
[0.154s][info][class,load] sun.net.www.MessageHeader source: jrt:/java.base
[0.154s][info][class,load] java.io.FilePermission source: jrt:/java.base
[0.155s][info][class,load] jdk.internal.misc.JavaIOFilePermissionAccess source: jrt:/java.base
[0.155s][info][class,load] java.io.FilePermission$1 source: jrt:/java.base
[0.155s][info][class,load] sun.security.util.FilePermCompat source: jrt:/java.base
[0.155s][info][class,load] java.security.Permissions$1 source: jrt:/java.base
[0.155s][info][class,load] java.io.FilePermissionCollection source: jrt:/java.base
[0.155s][info][class,load] java.io.FilePermissionCollection$1 source: jrt:/java.base
[0.155s][info][class,load] java.security.AllPermission source: jrt:/java.base
[0.155s][info][class,load] java.security.UnresolvedPermission source: jrt:/java.base
[0.155s][info][class,load] java.security.BasicPermissionCollection source: jrt:/java.base
[0.155s][info][class,load] java.security.SecureClassLoader$DebugHolder source: jrt:/java.base
[0.155s][info][class,load] sun.security.util.Debug source: jrt:/java.base
[0.156s][info][class,load] fr.umlv.moduletools.main.Main source: jrt:/moduletools.main
[0.156s][info][class,load] fr.umlv.moduletools.main.InvalidCommandLineException source: jrt:/moduletools.main
[0.156s][info][class,load] java.io.UncheckedIOException source: jrt:/java.base
[0.160s][info][class,load] fr.umlv.moduletools.main.CommandLine source: jrt:/moduletools.main
[0.161s][info][class,load] fr.umlv.moduletools.transform.Transformer source: jrt:/moduletools.main
[0.161s][info][class,load] fr.umlv.moduletools.transform.Transformer$$Lambda$24/905544614 source: fr.umlv.moduletools.transform.Transformer
[0.163s][info][class,load] fr.umlv.moduletools.api.ModuleInput source: jrt:/moduletools.api
[0.163s][info][class,load] java.util.ServiceLoader source: jrt:/java.base
[0.163s][info][class,load] java.util.ServiceLoader$ModuleServicesLookupIterator source: jrt:/java.base
[0.164s][info][class,load] java.util.Spliterators$ArraySpliterator source: jrt:/java.base
[0.164s][info][class,load] java.lang.invoke.LambdaForm$DMH/357863579 source: java.lang.invoke.LambdaForm
[0.165s][info][class,load] java.util.ServiceLoader$ModuleServicesLookupIterator$$Lambda$25/1811044090 source: java.util.ServiceLoader$ModuleServicesLookupIterator
[0.165s][info][class,load] java.util.ServiceLoader$ModuleServicesLookupIterator$$Lambda$26/114132791 source: java.util.ServiceLoader$ModuleServicesLookupIterator
[0.166s][info][class,load] java.lang.invoke.LambdaForm$DMH/586617651 source: java.lang.invoke.LambdaForm
[0.166s][info][class,load] java.util.ServiceLoader$ModuleServicesLookupIterator$$Lambda$27/328638398 source: java.util.ServiceLoader$ModuleServicesLookupIterator
[0.166s][info][class,load] java.util.stream.Streams$ConcatSpliterator source: jrt:/java.base
[0.166s][info][class,load] java.util.stream.Streams$ConcatSpliterator$OfRef source: jrt:/java.base
[0.167s][info][class,load] java.util.stream.AbstractPipeline$$Lambda$28/440434003 source: java.util.stream.AbstractPipeline
[0.167s][info][class,load] java.util.stream.StreamSpliterators$AbstractWrappingSpliterator source: jrt:/java.base
[0.167s][info][class,load] java.util.stream.StreamSpliterators$WrappingSpliterator source: jrt:/java.base
[0.167s][info][class,load] java.util.stream.Streams source: jrt:/java.base
[0.167s][info][class,load] java.util.stream.Streams$2 source: jrt:/java.base
[0.167s][info][class,load] java.util.Spliterators$1Adapter source: jrt:/java.base
[0.168s][info][class,load] java.util.ServiceLoader$LazyClassPathLookupIterator source: jrt:/java.base
[0.168s][info][class,load] java.util.ServiceLoader$1 source: jrt:/java.base
[0.168s][info][class,load] java.util.ServiceLoader$2 source: jrt:/java.base
[0.168s][info][class,load] fr.umlv.moduletools.api.ModuleInput$$Lambda$29/127618319 source: fr.umlv.moduletools.api.ModuleInput
[0.169s][info][class,load] java.lang.invoke.LambdaForm$DMH/1798286609 source: java.lang.invoke.LambdaForm
[0.169s][info][class,load] fr.umlv.moduletools.api.ModuleInput$$Lambda$30/2036958521 source: fr.umlv.moduletools.api.ModuleInput
[0.170s][info][class,load] java.util.stream.ReduceOps$1 source: jrt:/java.base
[0.170s][info][class,load] java.util.stream.ReduceOps$1ReducingSink source: jrt:/java.base
[0.171s][info][class,load] fr.umlv.moduletools.service.SourceModuleInput source: jrt:/moduletools.service
[0.171s][info][class,load] java.util.ServiceLoader$Provider source: jrt:/java.base
[0.171s][info][class,load] java.util.ServiceLoader$ProviderImpl source: jrt:/java.base
[0.171s][info][class,load] java.lang.InterruptedException source: jrt:/java.base
[0.171s][info][class,load] java.util.ServiceLoader$ProviderImpl$1 source: jrt:/java.base
[0.172s][info][class,load] fr.umlv.moduletools.api.ModuleInput$$Lambda$31/998351292 source: fr.umlv.moduletools.api.ModuleInput
[0.173s][info][class,load] fr.umlv.moduletools.service.ClassModuleInput source: jrt:/moduletools.service
[0.173s][info][class,load] java.io.IOException source: jrt:/java.base
[0.174s][info][class,load] java.util.stream.AbstractSpinedBuffer source: jrt:/java.base
[0.174s][info][class,load] java.util.stream.SpinedBuffer source: jrt:/java.base
[0.174s][info][class,load] java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$32/2017354584 source: java.util.stream.StreamSpliterators$WrappingSpliterator
[0.174s][info][class,load] java.util.function.BooleanSupplier source: jrt:/java.base
[0.175s][info][class,load] java.util.stream.StreamSpliterators$WrappingSpliterator$$Lambda$33/1935637221 source: java.util.stream.StreamSpliterators$WrappingSpliterator
[0.175s][info][class,load] jdk.internal.loader.ResourceHelper source: jrt:/java.base
[0.175s][info][class,load] jdk.internal.loader.BuiltinClassLoader$1 source: jrt:/java.base
[0.175s][info][class,load] java.util.concurrent.ConcurrentHashMap$ValueIterator source: jrt:/java.base
[0.176s][info][class,load] java.util.Collections$EmptyEnumeration source: jrt:/java.base
[0.176s][info][class,load] java.util.Collections$3 source: jrt:/java.base
[0.176s][info][class,load] java.lang.CompoundEnumeration source: jrt:/java.base
[0.176s][info][class,load] jdk.internal.loader.URLClassPath$1 source: jrt:/java.base
[0.177s][info][class,load] fr.umlv.moduletools.api.ModuleInput$$Lambda$34/510113906 source: fr.umlv.moduletools.api.ModuleInput
[0.177s][info][class,load] java.nio.file.FileSystems$DefaultFileSystemHolder source: jrt:/java.base
[0.177s][info][class,load] java.nio.file.FileSystems$DefaultFileSystemHolder$1 source: jrt:/java.base
[0.178s][info][class,load] java.nio.file.attribute.FileAttribute source: jrt:/java.base
[0.178s][info][class,load] sun.nio.fs.UnixFileModeAttribute source: jrt:/java.base
[0.178s][info][class,load] sun.nio.fs.UnixChannelFactory source: jrt:/java.base
[0.178s][info][class,load] sun.nio.fs.UnixChannelFactory$Flags source: jrt:/java.base
[0.178s][info][class,load] java.nio.channels.Channel source: jrt:/java.base
[0.178s][info][class,load] java.nio.channels.ReadableByteChannel source: jrt:/java.base
[0.178s][info][class,load] java.nio.channels.WritableByteChannel source: jrt:/java.base
[0.178s][info][class,load] java.nio.channels.ByteChannel source: jrt:/java.base
[0.178s][info][class,load] java.nio.channels.SeekableByteChannel source: jrt:/java.base
[0.178s][info][class,load] java.nio.channels.GatheringByteChannel source: jrt:/java.base
[0.179s][info][class,load] java.nio.channels.ScatteringByteChannel source: jrt:/java.base
[0.179s][info][class,load] java.nio.channels.InterruptibleChannel source: jrt:/java.base
[0.179s][info][class,load] java.nio.channels.spi.AbstractInterruptibleChannel source: jrt:/java.base
[0.179s][info][class,load] java.nio.channels.FileChannel source: jrt:/java.base
[0.179s][info][class,load] sun.nio.ch.FileChannelImpl source: jrt:/java.base
[0.179s][info][class,load] sun.nio.ch.IOUtil source: jrt:/java.base
[0.179s][info][class,load] sun.nio.ch.IOUtil$1 source: jrt:/java.base
[0.180s][info][class,load] sun.nio.ch.NativeThreadSet source: jrt:/java.base
[0.180s][info][class,load] sun.nio.ch.NativeDispatcher source: jrt:/java.base
[0.180s][info][class,load] sun.nio.ch.FileDispatcher source: jrt:/java.base
[0.180s][info][class,load] sun.nio.ch.FileDispatcherImpl source: jrt:/java.base
[0.180s][info][class,load] java.nio.channels.Channels source: jrt:/java.base
[0.180s][info][class,load] sun.nio.ch.ChannelInputStream source: jrt:/java.base
[0.181s][info][class,load] java.nio.channels.SelectableChannel source: jrt:/java.base
[0.181s][info][class,load] java.nio.channels.spi.AbstractInterruptibleChannel$1 source: jrt:/java.base
[0.181s][info][class,load] sun.nio.ch.NativeThread source: jrt:/java.base
[0.181s][info][class,load] sun.nio.ch.Util source: jrt:/java.base
[0.181s][info][class,load] sun.nio.ch.Util$1 source: jrt:/java.base
[0.181s][info][class,load] sun.nio.ch.Util$BufferCache source: jrt:/java.base
[0.181s][info][class,load] java.nio.DirectByteBuffer$Deallocator source: jrt:/java.base
[0.181s][info][class,load] sun.nio.ch.IOStatus source: jrt:/java.base
[0.183s][info][class,load] fr.umlv.moduletools.main.CommandLine$$Lambda$35/1516369375 source: fr.umlv.moduletools.main.CommandLine
[0.184s][info][class,load] fr.umlv.moduletools.api.ModuleOutput source: jrt:/moduletools.api
[0.185s][info][class,load] fr.umlv.moduletools.api.ModuleOutput$$Lambda$36/1394336709 source: fr.umlv.moduletools.api.ModuleOutput
[0.185s][info][class,load] fr.umlv.moduletools.api.ModuleOutput$$Lambda$37/1387228415 source: fr.umlv.moduletools.api.ModuleOutput
[0.186s][info][class,load] fr.umlv.moduletools.service.SourceModuleOutput source: jrt:/moduletools.service
[0.187s][info][class,load] fr.umlv.moduletools.api.ModuleOutput$$Lambda$38/748658608 source: fr.umlv.moduletools.api.ModuleOutput
[0.188s][info][class,load] java.lang.invoke.LambdaForm$DMH/546718765 source: java.lang.invoke.LambdaForm
[0.188s][info][class,load] fr.umlv.moduletools.main.CommandLine$$Lambda$39/167185492 source: fr.umlv.moduletools.main.CommandLine
[0.188s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$40/592179046 source: fr.umlv.moduletools.main.Main
[0.189s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$41/1937348256 source: fr.umlv.moduletools.main.Main
[0.189s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$42/1641808846 source: fr.umlv.moduletools.main.Main
[0.189s][info][class,load] java.lang.invoke.LambdaForm$DMH/1358444045 source: java.lang.invoke.LambdaForm
[0.190s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$43/750044075 source: fr.umlv.moduletools.main.Main
[0.190s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$44/331844619 source: fr.umlv.moduletools.main.Main
[0.190s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$45/310656974 source: fr.umlv.moduletools.main.Main
[0.191s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$46/64830413 source: fr.umlv.moduletools.main.Main
[0.191s][info][class,load] fr.umlv.moduletools.main.Main$$Lambda$47/159259014 source: fr.umlv.moduletools.main.Main
[0.191s][info][class,load] fr.umlv.moduletools.api.ModuleOutput$$Lambda$48/653687670 source: fr.umlv.moduletools.api.ModuleOutput
[0.192s][info][class,load] java.lang.invoke.LambdaForm$MH/356473385 source: java.lang.invoke.LambdaForm
[0.192s][info][class,load] java.lang.Shutdown source: jrt:/java.base
[0.192s][info][class,load] java.lang.Shutdown$Lock source: jrt:/java.base
